IMDB Ratings,IMDB Score,Content Rating,Date Released,year,month,day of the week,Genres,Genre A,Genre B,Genre C,Keywords,Keyword 1,Keyword 2,Keyword 3,Stars,Star 1,Star 2,Star 3,Directors,Director 1,Director 2,Director 3,Writers,Writer 1,Writer 2,Writer 3,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD,Name,RT_audience_score,RT_tomatometer_score,RT_audience_#reviews,RT_tomatometer_#reviews,Producer
145492,7.3,18A,2019-11-01,2019,11,4,['Biography' 'Drama' 'History'],Biography,Drama,History,"['british royalty' '15th century' 'combat' 'battle of agincourt'
 'father son relationship' 'trailer']",british royalty,15th century,combat,['Tom Glynn-Carney' 'Gábor Czap' 'Tom Fisher'],Tom Glynn-Carney,Gábor Czap,Tom Fisher,['David Michôd'],David Michôd,none,none,['David Michôd' 'Joel Edgerton'],David Michôd,Joel Edgerton,none,140,28,12,unknown,unknown,unknown,unknown,unknown,The King,6.0,7.0,309.0,96.0,"David Michôd,Joel Edgerton,Dede Gardner,Jeremy Kleiner,Brad Pitt,Liz Watts"
119937,5.7,14A,2019-10-11,2019,10,4,['Action' 'Sci-Fi' 'Thriller'],Action,Sci-Fi,Thriller,['clone' 'hitman' 'psychotronic film' 'neo noir' 'shootout' 'trailer'],clone,hitman,psychotronic film,['Will Smith' 'Mary Elizabeth Winstead' 'Clive Owen'],Will Smith,Mary Elizabeth Winstead,Clive Owen,['Ang Lee'],Ang Lee,none,none,['David Benioff' 'Billy Ray' 'Darren Lemke'],David Benioff,Billy Ray,Darren Lemke,117,6,1,138000000,$,48546770,20552372,173469516,Gemini Man,7.6,4.7,14456.0,329.0,"Jerry Bruckheimer,David Ellison,Dana Goldberg,Don Granger"
107012,6.1,18A,2019-09-20,2019,9,4,['Action' 'Crime' 'Thriller'],Action,Crime,Thriller,"['vigilante' 'sequel' 'cartel' 'u.s. mexico border' 'prostitution'
 'trailer']",vigilante,sequel,cartel,['Sylvester Stallone' 'Paz Vega' 'Sergio Peris-Mencheta'],Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,['Adrian Grunberg'],Adrian Grunberg,none,none,['Matthew Cirulnick' 'Sylvester Stallone' 'Dan Gordon'],Matthew Cirulnick,Sylvester Stallone,Dan Gordon,89,8,4,50000000,$,44819352,18872919,91490353,Rambo: Last Blood,8.2,4.0,17053.0,174.0,"Avi Lerner,Kevin King Templeton,Yariv Lerner,Les Weldon"
105836,6.3,14A,2019-09-13,2019,9,4,['Comedy' 'Crime' 'Drama'],Comedy,Crime,Drama,['seduction' 'vomiting' 'stripper' 'female nudity' 'dancer' 'trailer'],seduction,vomiting,stripper,['Constance Wu' 'Jennifer Lopez' 'Julia Stiles'],Constance Wu,Jennifer Lopez,Julia Stiles,['Lorene Scafaria'],Lorene Scafaria,none,none,['Lorene Scafaria' 'Jessica Pressler'],Lorene Scafaria,Jessica Pressler,none,110,81,24,20000000,$,104963598,33181361,157563598,Hustlers,7.0,7.3,24106.0,360.0,"Jessica Elbaum,Elaine Goldsmith-Thomas,Jennifer Lopez,Benny Medina,Will Ferrell,Adam McKay"
88341,6.4,TV-MA,2019-10-11,2019,10,4,['Drama' 'Mystery' 'Thriller'],Drama,Mystery,Thriller,"['disappearance' 'missing child' 'missing wife' 'missing daughter'
 'illusion' 'trailer']",disappearance,missing child,missing wife,['Sam Worthington' 'Lily Rabe' 'Lucy Capri'],Sam Worthington,Lily Rabe,Lucy Capri,['Brad Anderson'],Brad Anderson,none,none,['Alan B. McElroy'],Alan B. McElroy,none,none,99,3,0,unknown,unknown,unknown,unknown,unknown,Fractured,6.4,5.7,838.0,29.0,"Neal Edelstein,Mike Macari,Paul Schiff"
86448,7.2,PG,2019-11-22,2019,11,4,['Biography' 'Drama'],Biography,Drama,none,"['journalist' 'television host' 'fred rogers character'
 'based on real person' 'father son relationship' 'trailer']",journalist,television host,fred rogers character,['Matthew Rhys' 'Tom Hanks' 'Chris Cooper'],Matthew Rhys,Tom Hanks,Chris Cooper,['Marielle Heller'],Marielle Heller,none,none,['Micah Fitzerman-Blue' 'Noah Harpster' 'Tom Junod'],Micah Fitzerman-Blue,Noah Harpster,Tom Junod,109,64,7,25000000,$,61704055,13251238,67925733,A Beautiful Day in the Neighborhood,8.8,8.0,17068.0,381.0,"Youree Henley,Peter Saraf,Marc Turtletaub,Leah Holzer"
1424940,8.4,14A,2019-10-04,2019,10,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,"['mental illness' 'evil clown' 'stand up comedian' 'nihilism' 'clown'
 'trailer']",mental illness,evil clown,stand up comedian,['Joaquin Phoenix' 'Robert De Niro' 'Zazie Beetz'],Joaquin Phoenix,Robert De Niro,Zazie Beetz,['Todd Phillips'],Todd Phillips,none,none,['Todd Phillips' 'Scott Silver' 'Bob Kane'],Todd Phillips,Scott Silver,Bob Kane,122,239,121,55000000,$,335477657,96202337,1078958282,Joker,9.0,7.3,143130.0,602.0,"Todd Phillips,Bradley Cooper,Emma Tillinger Koskoff"
445389,8.1,PG,2019-11-15,2019,11,4,['Action' 'Biography' 'Drama'],Action,Biography,Drama,"['based on true story' 'car racing' '24 hours le mans race' 'motor sports'
 'racecar' 'trailer']",based on true story,car racing,24 hours le mans race,['Matt Damon' 'Christian Bale' 'Jon Bernthal'],Matt Damon,Christian Bale,Jon Bernthal,['James Mangold'],James Mangold,none,none,['Jez Butterworth' 'John-Henry Butterworth' 'Jason Keller'],Jez Butterworth,John-Henry Butterworth,Jason Keller,152,88,25,97600000,$,117624357,31474958,225508210,Ford v Ferrari,9.2,7.8,37576.0,361.0,"Peter Chernin,Jenno Topping,James Mangold"
336282,7.9,14A,2019-12-06,2019,12,4,['Drama' 'Romance'],Drama,Romance,none,"['divorce' 'infidelity' 'troubled marriage' 'theatre company'
 'father son relationship' 'trailer']",divorce,infidelity,troubled marriage,['Adam Driver' 'Scarlett Johansson' 'Julia Greer'],Adam Driver,Scarlett Johansson,Julia Greer,['Noah Baumbach'],Noah Baumbach,none,none,['Noah Baumbach'],Noah Baumbach,none,none,137,271,127,unknown,unknown,unknown,unknown,unknown,Marriage Story,8.2,8.8,6560.0,405.0,"Noah Baumbach,David Heyman"
308160,7.4,14A,2019-12-25,2019,12,2,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,['neo noir' 'jewelry' 'money' 'murder' 'gambling' 'trailer'],neo noir,jewelry,money,['Adam Sandler' 'Julia Fox' 'Idina Menzel'],Adam Sandler,Julia Fox,Idina Menzel,['Benny Safdie' 'Josh Safdie'],Benny Safdie,Josh Safdie,none,['Ronald Bronstein' 'Josh Safdie' 'Benny Safdie'],Ronald Bronstein,Josh Safdie,Benny Safdie,135,94,27,19000000,$,50023780,537242,50023780,Uncut Gems,6.4,8.4,24644.0,350.0,"Sebastian Bear-McClard,Oscar Boyson"
293337,6.5,14A,2019-09-06,2019,9,4,['Drama' 'Fantasy' 'Horror'],Drama,Fantasy,Horror,"['killer clown' 'based on the works of stephen king' 'clown' 'evil clown'
 'evil' 'trailer']",killer clown,based on the works of stephen king,clown,['Jessica Chastain' 'James McAvoy' 'Bill Hader'],Jessica Chastain,James McAvoy,Bill Hader,['Andy Muschietti'],Andy Muschietti,none,none,['Stephen King' 'Gary Dauberman'],Stephen King,Gary Dauberman,none,169,34,7,79000000,$,211622525,91062152,473122525,It Chapter Two,7.8,6.1,48744.0,382.0,"Dan Lin,Roy Lee,Barbara Muschietti"
254867,6.5,PG,2019-09-20,2019,9,4,['Adventure' 'Drama' 'Mystery'],Adventure,Drama,Mystery,"['astronaut' 'outer space' 'father son relationship' 'missing father'
 'obsession' 'trailer']",astronaut,outer space,father son relationship,['Brad Pitt' 'Tommy Lee Jones' 'Ruth Negga'],Brad Pitt,Tommy Lee Jones,Ruth Negga,['James Gray'],James Gray,none,none,['James Gray' 'Ethan Gross'],James Gray,Ethan Gross,none,123,73,13,90000000,$,50188370,19001398,127461872,Ad Astra,5.6,7.5,23004.0,398.0,"Anthony Katagas,Rodrigo Teixeira,Arnon Milchan,James Gray,Jeremy Kleiner,Dede Gardner,Brad Pitt"
130794,7.6,PG,2019-12-20,2019,12,4,['Biography' 'Comedy' 'Drama'],Biography,Comedy,Drama,"['pope' 'catholic priest' 'flashback' 'confessional'
 'younger version of character' 'trailer']",pope,catholic priest,flashback,['Jonathan Pryce' 'Anthony Hopkins' 'Juan Minujín'],Jonathan Pryce,Anthony Hopkins,Juan Minujín,['Fernando Meirelles'],Fernando Meirelles,none,none,['Anthony McCarten'],Anthony McCarten,none,none,125,57,11,unknown,unknown,unknown,unknown,unknown,The Two Popes,8.2,7.3,2853.0,231.0,"Tracey Seaward,Dan Lin,Jonathan Eirich"
107288,6.4,14A,2019-08-23,2019,8,4,['Action' 'Thriller'],Action,Thriller,none,"['secret service agent' 'one against many' 'conspiracy' 'fugitive'
 'sequel' 'trailer']",secret service agent,one against many,conspiracy,['Gerard Butler' 'Frederick Schmidt' 'Danny Huston'],Gerard Butler,Frederick Schmidt,Danny Huston,['Ric Roman Waugh'],Ric Roman Waugh,none,none,['Robert Mark Kamen' 'Matt Cook' 'Ric Roman Waugh'],Robert Mark Kamen,Matt Cook,Ric Roman Waugh,121,1,0,40000000,$,69030436,21380987,146661977,Angel Has Fallen,8.6,5.0,19745.0,190.0,"Gerard Butler,Alan Siegel,Matthew O'Toole,John Thompson,Les Weldon,Yariv Lerner"
83648,6.2,14A,2019-08-09,2019,8,4,['Adventure' 'Horror' 'Mystery'],Adventure,Horror,Mystery,['scarecrow' 'haunted book' 'haunted house' 'monster' 'hospital' 'trailer'],scarecrow,haunted book,haunted house,['Zoe Margaret Colletti' 'Michael Garza' 'Gabriel Rush'],Zoe Margaret Colletti,Michael Garza,Gabriel Rush,['André Øvredal'],André Øvredal,none,none,['Dan Hageman' 'Kevin Hageman' 'Guillermo del Toro'],Dan Hageman,Kevin Hageman,Guillermo del Toro,108,6,5,25000000,$,68947075,20915346,104545505,Scary Stories to Tell in the Dark,7.4,6.4,13318.0,235.0,"Guillermo del Toro,Sean Daniel,Jason F. Brown,J. Miles Dale,Elizabeth Grave"
92045,6.1,14A,2019-07-12,2019,7,4,['Action' 'Adventure' 'Horror'],Action,Adventure,Horror,['hurricane' 'storm' 'dog' 'creature feature' 'survival horror' 'trailer'],hurricane,storm,dog,['Kaya Scodelario' 'Barry Pepper' 'Morfydd Clark'],Kaya Scodelario,Barry Pepper,Morfydd Clark,['Alexandre Aja'],Alexandre Aja,none,none,['Michael Rasmussen' 'Shawn Rasmussen'],Michael Rasmussen,Shawn Rasmussen,none,87,5,0,13500000,$,39014193,12005210,91542097,Crawl,7.4,6.5,12638.0,213.0,"Craig J. Flores,Sam Raimi,Alexandre Aja"
379661,7.1,18A,2019-07-03,2019,7,2,['Drama' 'Horror' 'Mystery'],Drama,Horror,Mystery,"['religious cult' 'cult' 'grief' 'burned alive' 'summer festival'
 'trailer']",religious cult,cult,grief,['Florence Pugh' 'Jack Reynor' 'Vilhelm Blomgren'],Florence Pugh,Jack Reynor,Vilhelm Blomgren,['Ari Aster'],Ari Aster,none,none,['Ari Aster'],Ari Aster,none,none,148,74,27,9000000,$,27426361,6560030,48059189,Midsommar,6.8,7.6,15908.0,404.0,"Patrik Andersson,Lars Knudsen"
272144,7.7,G,2019-06-21,2019,6,4,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,"['sequel' 'toy' 'talking toy' 'buzz lightyear character' 'fourth part'
 'trailer']",sequel,toy,talking toy,['Tom Hanks' 'Tim Allen' 'Annie Potts'],Tom Hanks,Tim Allen,Annie Potts,['Josh Cooley'],Josh Cooley,none,none,['John Lasseter' 'Andrew Stanton' 'Josh Cooley'],John Lasseter,Andrew Stanton,Josh Cooley,100,66,58,200000000,$,434038008,120908065,1073841394,Toy Story 4,9.0,8.4,71978.0,460.0,"Mark Nielsen,Jonas Rivera,Galyn Susman"
200133,5.7,PG,2019-06-07,2019,6,4,['Action' 'Adventure' 'Sci-Fi'],Action,Adventure,Sci-Fi,['1990s' 'x men' 'year 1975' 'year 1992' 'mind control' 'trailer'],1990s,x men,year 1975,['James McAvoy' 'Michael Fassbender' 'Jennifer Lawrence'],James McAvoy,Michael Fassbender,Jennifer Lawrence,['Simon Kinberg'],Simon Kinberg,none,none,['Simon Kinberg'],Simon Kinberg,none,none,113,13,0,200000000,$,65845974,32828348,252442974,Dark Phoenix,6.6,4.6,28993.0,388.0,"Simon Kinberg,Hutch Parker,Lauren Shuler Donner,Todd Hallowell"
162779,6.0,PG-13,2019-06-14,2019,6,4,['Action' 'Comedy' 'Crime'],Action,Comedy,Crime,['murder' 'boat' 'detective' 'hairdresser' 'gun' 'trailer'],murder,boat,detective,['Adam Sandler' 'Jennifer Aniston' 'Luke Evans'],Adam Sandler,Jennifer Aniston,Luke Evans,['Kyle Newacheck'],Kyle Newacheck,none,none,['James Vanderbilt'],James Vanderbilt,none,none,97,6,1,unknown,unknown,unknown,unknown,unknown,Murder Mystery,6.2,4.7,1683.0,70.0,"Allen Covert,Adam Sandler,James D. Stern,James Vanderbilt,Tripp Vinson"
143725,5.6,PG,2019-06-14,2019,6,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,['sequel' 'men in black' 'alien' 'fourth part' 'shared universe' 'trailer'],sequel,men in black,alien,['Chris Hemsworth' 'Tessa Thompson' 'Kumail Nanjiani'],Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,['F. Gary Gray'],F. Gary Gray,none,none,['Matt Holloway' 'Art Marcum' 'Lowell Cunningham'],Matt Holloway,Art Marcum,Lowell Cunningham,114,9,1,110000000,$,80001807,30035838,253890701,Men in Black: International,6.8,4.5,19131.0,321.0,"Walter F. Parkes,Laurie MacDonald"
90635,6.6,14A,2019-06-21,2019,6,4,['Action' 'Thriller'],Action,Thriller,none,['model' 'assassin' 'moscow russia' 'paris france' 'kgb' 'trailer'],model,assassin,moscow russia,['Sasha Luss' 'Helen Mirren' 'Luke Evans'],Sasha Luss,Helen Mirren,Luke Evans,['Luc Besson'],Luc Besson,none,none,['Luc Besson'],Luc Besson,none,none,118,2,0,30690000,€,7743794,3600647,31626978,Anna,7.8,4.9,4650.0,73.0,"Marc Shmuger,Luc Besson"
84858,5.9,14A,2019-06-26,2019,6,2,['Horror' 'Mystery' 'Thriller'],Horror,Mystery,Thriller,"['possessed doll' 'creepy doll' 'jump scare' 'teenage girl' 'babysitter'
 'trailer']",possessed doll,creepy doll,jump scare,['Vera Farmiga' 'Patrick Wilson' 'Mckenna Grace'],Vera Farmiga,Patrick Wilson,Mckenna Grace,['Gary Dauberman'],Gary Dauberman,none,none,['Gary Dauberman' 'James Wan'],Gary Dauberman,James Wan,none,106,2,0,30000000,$,74152591,20269723,231252591,Annabelle Comes Home,7.4,5.8,13964.0,211.0,"Peter Safran,James Wan"
906100,8.5,14A,2019-05-30,2019,5,3,['Drama' 'Thriller'],Drama,Thriller,none,"['class differences' 'plot twist' 'social satire' 'fraud' 'house'
 'trailer']",class differences,plot twist,social satire,['Song Kang-ho' 'Lee Sun-kyun' 'Cho Yeo-jeong'],Song Kang-ho,Lee Sun-kyun,Cho Yeo-jeong,['Bong Joon Ho'],Bong Joon Ho,none,none,['Bong Joon Ho' 'Han Jin-won'],Bong Joon Ho,Han Jin-won,none,132,264,306,11400000,$,53369749,393216,262716511,Parasite,9.0,9.4,24806.0,483.0,"Kwak Sin-ae,Moon Yanggwon"
811312,7.6,14A,2019-07-26,2019,7,4,['Comedy' 'Drama'],Comedy,Drama,none,"['hollywood california' 'place in title' 'violence' 'film within a film'
 'actor as protagonist' 'trailer']",hollywood california,place in title,violence,['Leonardo DiCaprio' 'Brad Pitt' 'Margot Robbie'],Leonardo DiCaprio,Brad Pitt,Margot Robbie,['Quentin Tarantino'],Quentin Tarantino,none,none,['Quentin Tarantino'],Quentin Tarantino,none,none,161,376,143,90000000,$,142502728,41082018,377617598,Once Upon a Time in... Hollywood,7.4,7.9,52127.0,584.0,"David Heyman,Shannon McIntosh,Quentin Tarantino"
243916,7.4,14A,2019-10-25,2019,10,4,['Drama' 'Fantasy' 'Horror'],Drama,Fantasy,Horror,"['lighthouse' 'drunkenness' 'lighthouse keeper' 'minimal cast' 'mermaid'
 'trailer']",lighthouse,drunkenness,lighthouse keeper,['Robert Pattinson' 'Willem Dafoe' 'Valeriia Karaman'],Robert Pattinson,Willem Dafoe,Valeriia Karaman,['Robert Eggers'],Robert Eggers,none,none,['Robert Eggers' 'Max Eggers'],Robert Eggers,Max Eggers,none,109,135,33,11000000,$,10867104,427797,18129854,The Lighthouse,7.4,8.0,8565.0,399.0,"Jay Van Hoy,Lourenço Sant' Anna,Youree Henley,Rodrigo Teixeira"
197240,6.0,PG,2019-05-31,2019,5,4,['Action' 'Adventure' 'Fantasy'],Action,Adventure,Fantasy,['monster' 'terrorism' 'destruction' 'showdown' 'kidnapping' 'trailer'],monster,terrorism,destruction,['Kyle Chandler' 'Vera Farmiga' 'Millie Bobby Brown'],Kyle Chandler,Vera Farmiga,Millie Bobby Brown,['Michael Dougherty'],Michael Dougherty,none,none,['Michael Dougherty' 'Zach Shields' 'Max Borenstein'],Michael Dougherty,Zach Shields,Max Borenstein,132,14,5,170000000,$,110500138,47776293,387300138,Godzilla: King of the Monsters,8.2,5.1,46783.0,353.0,"Mary Parent,Alex Garcia,Thomas Tull,Jon Jashni,Brian Rogers"
189401,7.3,14A,2019-05-31,2019,5,4,['Biography' 'Drama' 'Music'],Biography,Drama,Music,['musician' 'pop music' 'addiction' 'gay man' 'rock star' 'trailer'],musician,pop music,addiction,['Taron Egerton' 'Jamie Bell' 'Richard Madden'],Taron Egerton,Jamie Bell,Richard Madden,['Dexter Fletcher'],Dexter Fletcher,none,none,['Lee Hall'],Lee Hall,none,none,121,86,25,40000000,$,96368160,25725722,195320400,Rocketman,8.4,7.7,33450.0,401.0,"Matthew Vaughn,David Furnish,Adam Bohling,David Reid"
178872,6.5,PG,2019-05-10,2019,5,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,"['pokemon' 'based on video game' 'pikachu' 'live action cgi hybrid'
 'cinematic universe' 'trailer']",pokemon,based on video game,pikachu,['Ryan Reynolds' 'Justice Smith' 'Kathryn Newton'],Ryan Reynolds,Justice Smith,Kathryn Newton,['Rob Letterman'],Rob Letterman,none,none,['Dan Hernandez' 'Benji Samit' 'Rob Letterman'],Dan Hernandez,Benji Samit,Rob Letterman,104,10,0,150000000,$,144174568,54365242,450062638,Pokémon: Detective Pikachu,8.0,6.0,17425.0,318.0,"Mary Parent,Cale Boyter,Hidenaga Katakami,Don McGowan"
162522,6.8,PG,2019-06-28,2019,6,4,['Comedy' 'Fantasy' 'Music'],Comedy,Fantasy,Music,"['alternate reality' 'musician' 'plagiarism' 'stardom' 'moral dilemma'
 'trailer']",alternate reality,musician,plagiarism,['Himesh Patel' 'Lily James' 'Sophia Di Martino'],Himesh Patel,Lily James,Sophia Di Martino,['Danny Boyle'],Danny Boyle,none,none,['Richard Curtis' 'Jack Barth'],Richard Curtis,Jack Barth,none,116,19,2,26000000,$,73286650,17010050,154608856,Yesterday,8.4,6.3,22761.0,367.0,"Tim Bevan,Eric Fellner,Bernard Bellew,Matthew James Wilkinson,Richard Curtis,Danny Boyle"
105534,6.1,18A,2019-05-24,2019,5,4,['Drama' 'Horror' 'Mystery'],Drama,Horror,Mystery,['alien' 'superhero' 'gore' 'alien child' 'father son talk' 'trailer'],alien,superhero,gore,['Elizabeth Banks' 'David Denman' 'Jackson A. Dunn'],Elizabeth Banks,David Denman,Jackson A. Dunn,['David Yarovesky'],David Yarovesky,none,none,['Brian Gunn' 'Mark Gunn'],Brian Gunn,Mark Gunn,none,90,2,1,6000000,$,17300439,7845658,33224654,Brightburn,7.0,5.7,9573.0,209.0,"James Gunn,Kenneth Huang"
83957,5.5,14A,2019-06-14,2019,6,4,['Comedy' 'Fantasy' 'Horror'],Comedy,Fantasy,Horror,"['zombie' 'police officer' 'undead' 'zombie attack' 'zombie apocalypse'
 'trailer']",zombie,police officer,undead,['Bill Murray' 'Adam Driver' 'Tilda Swinton'],Bill Murray,Adam Driver,Tilda Swinton,['Jim Jarmusch'],Jim Jarmusch,none,none,['Jim Jarmusch'],Jim Jarmusch,none,none,104,7,2,unknown,unknown,unknown,unknown,unknown,The Dead Don't Die,5.0,5.9,4844.0,316.0,"Joshua Astrachan,Carter Logan"
1229216,8.4,PG,2019-04-26,2019,4,4,['Action' 'Adventure' 'Drama'],Action,Adventure,Drama,"['time travel' 'superhero' 'super villain' 'cosmic'
 'marvel cinematic universe' 'trailer']",time travel,superhero,super villain,['Robert Downey Jr.' 'Chris Evans' 'Mark Ruffalo'],Robert Downey Jr.,Chris Evans,Mark Ruffalo,['Anthony Russo' 'Joe Russo'],Anthony Russo,Joe Russo,none,['Christopher Markus' 'Stephen McFeely' 'Stan Lee'],Christopher Markus,Stephen McFeely,Stan Lee,181,133,70,356000000,$,858373000,357115007,2799439100,Avengers: Endgame,9.0,8.2,79092.0,557.0,Kevin Feige
376177,7.0,PG,2019-04-05,2019,4,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,"['superhero' 'dc extended universe' 'caped superhero' 'origin of hero'
 'captain marvel a.k.a. shazam character' 'trailer']",superhero,dc extended universe,caped superhero,['Zachary Levi' 'Mark Strong' 'Asher Angel'],Zachary Levi,Mark Strong,Asher Angel,['David F. Sandberg'],David F. Sandberg,none,none,['Henry Gayden' 'Darren Lemke' 'Bill Parker'],Henry Gayden,Darren Lemke,Bill Parker,132,28,0,100000000,$,140480049,53505326,367799011,Shazam!,8.0,7.3,19612.0,422.0,Peter Safran
331298,6.8,14A,2019-03-22,2019,3,4,['Horror' 'Mystery' 'Thriller'],Horror,Mystery,Thriller,['doppelganger' 'evil twin' 'scissors' 'hall of mirrors' 'mask' 'trailer'],doppelganger,evil twin,scissors,['Lupita Nyong&apos;o' 'Winston Duke' 'Elisabeth Moss'],Lupita Nyong&apos;o,Winston Duke,Elisabeth Moss,['Jordan Peele'],Jordan Peele,none,none,['Jordan Peele'],Jordan Peele,none,none,116,132,85,20000000,$,175084580,71117625,256067149,Us,6.6,7.9,15383.0,555.0,"Jordan Peele,Sean McKittrick,Jason Blum,Ian Cooper"
174733,6.9,14A,2019-08-21,2019,8,2,['Action' 'Comedy' 'Horror'],Action,Comedy,Horror,"['hide and seek' 'evil rich family' 'dark family secret'
 'shot in the hand' 'dysfunctional family' 'trailer']",hide and seek,evil rich family,dark family secret,['Samara Weaving' 'Adam Brody' 'Mark O&apos;Brien'],Samara Weaving,Adam Brody,Mark O&apos;Brien,['Matt Bettinelli-Olpin' 'Tyler Gillett'],Matt Bettinelli-Olpin,Tyler Gillett,none,['Guy Busick' 'R. Christopher Murphy'],Guy Busick,R. Christopher Murphy,none,95,24,4,6000000,$,28714231,8015590,57615777,Ready or Not,7.8,7.2,11718.0,321.0,"Tripp Vinson,James Vanderbilt,William Sherak,Bradley J. Fischer"
141434,6.5,14A,2019-03-09,2019,3,5,['Action' 'Thriller'],Action,Thriller,none,['greed' 'money' 'theft' 'boat' 'chase' 'trailer'],greed,money,theft,['Ben Affleck' 'Oscar Isaac' 'Charlie Hunnam'],Ben Affleck,Oscar Isaac,Charlie Hunnam,['J.C. Chandor'],J.C. Chandor,none,none,['Mark Boal' 'J.C. Chandor'],Mark Boal,J.C. Chandor,none,125,3,0,unknown,unknown,unknown,unknown,unknown,Triple Frontier,6.8,6.3,2522.0,141.0,"Charles Roven,Alex Gartner,Andy Horwitz,Neal Dodson"
128144,7.1,14A,2019-05-24,2019,5,4,['Comedy'],Comedy,none,none,"['awkward flirting' 'last day of school' 'female high school student'
 'teen movie' 'teen comedy' 'trailer']",awkward flirting,last day of school,female high school student,['Kaitlyn Dever' 'Beanie Feldstein' 'Jessica Williams'],Kaitlyn Dever,Beanie Feldstein,Jessica Williams,['Olivia Wilde'],Olivia Wilde,none,none,['Emily Halpern' 'Sarah Haskins' 'Susanna Fogel'],Emily Halpern,Sarah Haskins,Susanna Fogel,102,61,29,6000000,$,22680962,6933620,24959607,Booksmart,7.6,8.3,11697.0,388.0,"Megan Ellison,Jessica Elbaum,Katie Silberman,Chelsea Barnard,David Distenfeld"
119152,6.8,14A,2019-05-03,2019,5,4,['Comedy' 'Romance'],Comedy,Romance,none,"['babysitter' 'ejaculation' 'journalist' 'speechwriter' 'diplomat'
 'trailer']",babysitter,ejaculation,journalist,['Charlize Theron' 'Seth Rogen' 'June Diane Raphael'],Charlize Theron,Seth Rogen,June Diane Raphael,['Jonathan Levine'],Jonathan Levine,none,none,['Dan Sterling' 'Liz Hannah'],Dan Sterling,Liz Hannah,none,125,13,5,40000000,$,30316271,9740064,53873809,Long Shot,7.4,7.1,5294.0,305.0,"Charlize Theron,A.J. Dix,Beth Kono,Evan Goldberg,Seth Rogen,James Weaver"
99443,6.9,R,2019-03-29,2019,3,4,['Biography' 'Crime' 'Drama'],Biography,Crime,Drama,"['based on true story' '1930s' 'coffeyville kansas' 'bonnie and clyde'
 'texas ranger' 'trailer']",based on true story,1930s,coffeyville kansas,['Kevin Costner' 'Woody Harrelson' 'Kathy Bates'],Kevin Costner,Woody Harrelson,Kathy Bates,['John Lee Hancock'],John Lee Hancock,none,none,['John Fusco'],John Fusco,none,none,132,3,0,unknown,unknown,unknown,unknown,unknown,The Highwaymen,7.8,6.0,1700.0,142.0,Casey Silver
99126,7.6,PG,2019-08-23,2019,8,4,['Adventure' 'Comedy' 'Drama'],Adventure,Comedy,Drama,"['down syndrome' 'wrestling' 'friendship' 'bare chested male'
 'loss of loved one' 'trailer']",down syndrome,wrestling,friendship,['Zack Gottsagen' 'Ann Pierce' 'Dakota Johnson'],Zack Gottsagen,Ann Pierce,Dakota Johnson,['Tyler Nilson' 'Michael Schwartz'],Tyler Nilson,Michael Schwartz,none,['Tyler Nilson' 'Michael Schwartz'],Tyler Nilson,Michael Schwartz,none,97,16,20,6200000,$,20457151,204793,133031473,The Peanut Butter Falcon,9.0,7.5,9822.0,225.0,"Tim Zajaros,Christopher Lemole,Albert Berger,Ron Yerxa"
81115,6.3,PG,2019-03-29,2019,3,4,['Adventure' 'Family' 'Fantasy'],Adventure,Family,Fantasy,['elephant' 'dumbo character' 'remake' 'oversized ear' 'florida' 'trailer'],elephant,dumbo character,remake,['Colin Farrell' 'Michael Keaton' 'Danny DeVito'],Colin Farrell,Michael Keaton,Danny DeVito,['Tim Burton'],Tim Burton,none,none,['Ehren Kruger' 'Helen Aberson' 'Harold Pearl'],Ehren Kruger,Helen Aberson,Harold Pearl,112,13,4,170000000,$,114766307,45990748,353284621,Dumbo,7.6,8.4,432572.0,43.0,"Justin Springer,Ehren Kruger,Katterli Frauenfelder,Derek Frey"
598272,6.8,PG,2019-03-08,2019,3,4,['Action' 'Adventure' 'Sci-Fi'],Action,Adventure,Sci-Fi,"['superhero' 'stan lee cameo' 'cat' 'nick fury character' '1990s'
 'trailer']",superhero,stan lee cameo,cat,['Brie Larson' 'Samuel L. Jackson' 'Ben Mendelsohn'],Brie Larson,Samuel L. Jackson,Ben Mendelsohn,['Anna Boden' 'Ryan Fleck'],Anna Boden,Ryan Fleck,none,['Anna Boden' 'Ryan Fleck' 'Geneva Robertson-Dworet'],Anna Boden,Ryan Fleck,Geneva Robertson-Dworet,123,57,10,160000000,$,426829839,153433423,1131416446,Captain Marvel,5.4,6.8,102769.0,553.0,Kevin Feige
