Name,Worldwide Gross Revenue (sus),Domestic Opening,Domestic Gross,China Opening,China Gross,UK Opening,UK Gross,France Opening,France Gross,Germany Opening,Germany Gross,Italy Opening,Italy Gross,Spain Opening,Spain Gross,Japan Opening,Japan Gross,South Korea Opening,South Korea Gross,Australia Opening,Australia Gross,Russia/CIS Opening,Russia/CIS Gross,India Opening,India Gross
The BFG,240124768.59,23091312.28,68238038.68,16604677.1,25822061.49,8522548.7,49563225.59,2221971.3,5732525.72,989765.59,3370283.62,1676540.69,5986978.01,937653.38,3587832.32,1275911.73,5005300.07,284386.19,1100015.17,2466719.89,14115307.86,2549217.36,7228517.23,0.0,0.0
The Babadook,13679840.95,39152.33,1258340.22,0.0,0.0,729560.01,2657362.39,669235.13,1426105.35,370847.85,1644405.64,397713.13,2371448.75,844133.45,1781627.33,0.0,0.0,0.0,0.0,173.53,224315.3,272464.04,464482.29,0.0,0.0
The Babysitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Bad Lieutenant: Port of Call - New Orleans,16043164.93,262211.97,2574597.12,0.0,0.0,0.0,1164724.34,0.0,0.0,0.0,82268.24,0.0,661525.07,0.0,2784673.15,0.0,0.0,0.0,0.0,0.0,2129159.11,0.0,0.0,0.0,0.0
The Ballad of Buster Scruggs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Bank Job,101000567.59,42617899.55,46833528.8,0.0,0.0,0.0,12571119.12,0.0,16652414.19,0.0,2432611.88,0.0,0.0,0.0,0.0,0.0,26390593.91,0.0,17382483.95,0.0,12933296.69,0.0,12630770.58,0.0,692541.44
The Banshees of Inisherin,50740567.61,189987.62,10899733.98,0.0,0.0,1816853.05,11927070.4,574061.23,3158619.63,660188.8,4303888.99,788448.52,2506433.93,311312.35,1115331.38,293799.26,1122230.32,53095.47,209929.45,462678.06,4006185.0,0.0,0.0,0.0,0.0
The Batman,795412950.49,138028882.72,380425950.49,12051000.0,26059000.0,18448458.75,52258006.87,8147709.94,23424749.25,4942496.2,20528118.36,4148653.57,11072615.36,3833777.42,11720676.94,2168875.12,9205873.23,2051838.28,7754651.64,8759773.02,26862910.88,186916.16,1226308.73,3605000.0,6798000.0
The Best Exotic Marigold Hotel,208329709.93,15527399.82,64245119.16,0.0,0.0,0.0,45050537.76,0.0,16264464.21,0.0,8314018.7,0.0,1537050.52,0.0,6004456.32,0.0,4925512.46,0.0,0.0,0.0,2820903.9,0.0,996627.62,0.0,0.0
The Best Offer,28114331.51,9418464.34,134438.68,0.0,0.0,0.0,0.0,0.0,2700786.77,0.0,221820.12,0.0,16156108.47,0.0,3187292.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10240281.3,0.0,0.0
The Big Short,169038901.75,893740.5,89003101.24,0.0,0.0,2353705.68,9658336.47,1889113.95,6861009.18,1007469.85,4247112.72,2514438.54,6717594.33,1353562.83,3994631.51,1290437.15,5741203.43,1289214.71,3697330.7,1622736.27,6048245.69,559857.9,1878184.26,0.0,0.0
The Big Sick,67358382.62,503384.99,51192755.75,0.0,0.0,629006.45,2808418.17,0.0,0.0,0.0,936244.47,325984.64,596919.88,251638.16,702158.87,57517.5,220164.14,63171.34,127959.42,1037772.34,4188798.74,0.0,0.0,67198.88,121885.28
The Black Phone,166283964.26,24342216.6,92826926.9,0.0,0.0,1750183.21,5773304.5,817065.01,3146267.87,514858.89,3100379.31,249634.92,787158.96,698414.16,3403064.38,163770.0,543119.0,343413.33,812608.2,1061950.6,4040891.88,0.0,0.0,0.0,122504.08
The Blind Side,467740682.94,2488969.42,387197043.78,0.0,0.0,0.0,13805595.49,0.0,0.0,0.0,9523024.41,0.0,0.0,0.0,3826248.48,0.0,0.0,0.0,4563891.6,0.0,1504480.73,0.0,0.0,0.0,65441338.32
The Bling Ring,26939577.92,288128.95,7856174.98,0.0,0.0,283004.6,1259917.57,1629239.23,3760483.65,307900.65,1751256.09,2574443.85,5526254.04,101137.77,211024.44,0.0,0.0,0.0,0.0,67150.13,92395.59,343557.44,631580.22,0.0,0.0
The Book Thief,102925604.51,141117.94,28878721.58,0.0,0.0,37800.34,9174259.95,610092.34,1071011.31,675322.01,2394572.73,1754786.56,6677482.37,1655215.79,9570889.99,0.0,0.0,0.0,0.0,2936476.1,16895137.49,731357.95,1611062.77,0.0,0.0
The Book of Eli,230718034.86,48152477.39,139268481.36,0.0,0.0,2943280.79,9243313.92,3199507.62,6833721.78,2091266.9,5203054.6,2644188.94,5751220.05,2737661.11,7444731.66,1527050.38,7114075.14,992084.1,2098195.45,1804939.54,4998147.15,3034848.28,6990893.06,0.0,0.0
The Boss Baby,630418938.37,59940114.22,208962773.45,0.0,0.0,11801492.29,43595144.28,6610230.53,30355757.49,3097310.76,18703294.87,2006046.07,9593729.0,5178924.82,17255894.53,4039236.53,36706412.99,6356215.01,19944243.57,4809627.13,19567711.12,13368654.89,31517125.0,979090.64,3406486.72
The Bounty Hunter,200210373.33,30378709.59,98481674.18,0.0,0.0,4532489.8,13214534.54,1529748.07,3006176.62,4593790.8,12893629.08,1207641.36,3242606.15,2324793.13,5953020.08,100684.14,405833.7,279876.09,558517.15,1856884.52,6475402.49,4311995.33,9354276.33,0.0,0.0
The Bourne Identity,398166705.07,50448658.78,226326568.47,0.0,0.0,6242134.72,22988208.81,0.0,7058089.69,0.0,17453038.11,0.0,8169991.47,0.0,11586876.36,4782391.34,24532952.77,0.0,5814105.12,0.0,13155740.91,0.0,2077710.92,0.0,419831.28
The Bourne Legacy,382248916.17,52798590.29,156700631.15,0.0,22230292.1,10040599.9,24213874.32,4724510.63,10733631.82,2910735.15,9918449.57,1014729.25,3270896.19,1997604.51,9431246.31,3057250.76,12204453.67,4785603.79,8923197.87,6058761.2,17701573.05,5156089.83,10013813.59,572490.06,1048554.39
The Bourne Supremacy,509981404.64,91497747.7,309041310.35,0.0,3173198.91,0.0,37844393.84,0.0,27734858.05,0.0,14988953.96,0.0,8089865.06,0.0,10247687.52,0.0,59441463.42,0.0,15493511.3,0.0,16494947.37,0.0,10311218.8,0.0,993824.1
The Bourne Ultimatum,712650185.77,111179983.47,365024290.74,0.0,4982215.53,20829413.73,75491634.81,6512431.49,21089318.4,7387376.82,25335114.89,3186760.84,11286389.82,3975217.3,22948295.39,4711869.03,24388302.79,5556475.77,18750938.58,8028209.91,30703389.09,4122259.76,9483555.09,0.0,1881879.36
The Box,50420932.1,1368890.68,22767465.75,0.0,0.0,0.0,2970878.99,0.0,1958272.77,0.0,0.0,0.0,2835775.99,0.0,3630268.28,0.0,0.0,0.0,0.0,0.0,4460813.15,0.0,0.0,0.0,0.0
The Boy,90923827.11,12700115.37,44053535.8,0.0,3131132.18,0.0,4188072.26,0.0,8880288.26,0.0,2983596.52,0.0,2758121.28,0.0,0.0,0.0,0.0,0.0,1053123.77,0.0,6402739.33,0.0,4419904.71,0.0,185472.36
The Boy,76147273.76,10636146.68,36894142.68,0.0,2622273.91,0.0,3507444.58,0.0,7437101.61,0.0,2498715.11,0.0,2309883.15,0.0,0.0,0.0,0.0,0.0,881974.58,0.0,5362193.39,0.0,3701600.61,0.0,155330.18
The Boy in the Striped Pajamas,62967688.24,394298.18,14093616.29,0.0,0.0,1435434.84,11159564.81,0.0,0.0,70163.06,339926.68,337633.35,5924044.91,5061088.31,20745722.74,0.0,0.0,0.0,0.0,893578.44,4564395.84,0.0,0.0,0.0,0.0
The Break-Up,339938213.93,64746644.94,196198427.03,0.0,0.0,7409084.55,31882759.77,0.0,5235748.58,4253076.12,16183082.41,2862862.67,9141746.54,2220880.13,6867081.1,0.0,0.0,0.0,2571703.65,3762398.55,12259225.43,989944.99,2923348.63,0.0,393933.09
The Brothers Grimm,179293894.83,25694822.19,64549906.5,0.0,0.0,2739575.71,7150218.86,0.0,16718560.02,2523880.85,7420742.28,1905543.54,4869089.64,2878480.63,10501657.52,4830371.21,15354202.92,0.0,8533794.72,1439594.42,4013572.77,2001543.74,5481834.46,0.0,0.0
The Bucket List,273224643.88,523223.1,145617764.66,0.0,0.0,1839409.56,6217615.82,1220229.68,2705234.37,2871670.47,14026991.37,1677856.13,4393935.51,2287840.88,8853832.23,2876757.23,19351374.62,469610.33,2778954.27,2425981.17,11506391.72,500551.56,1442962.94,0.0,213454.0
The Butterfly Effect,169778701.3,29984953.51,101595848.88,0.0,0.0,2325022.77,6783208.46,0.0,7320368.73,0.0,5218623.39,732351.8,1460866.93,0.0,6328974.99,0.0,657773.44,0.0,12457075.34,0.0,6400428.61,350757.32,1222798.68,0.0,0.0
The Cabin in the Woods,96950131.83,54866987.29,58239255.08,0.0,0.0,0.0,11808057.54,0.0,28278319.95,0.0,2386071.75,0.0,2114793.75,0.0,38159.18,0.0,31522648.54,0.0,19251081.68,0.0,29066861.23,0.0,39268102.86,0.0,0.0
The Call,74931165.35,18706114.87,56682347.99,0.0,0.0,717054.01,2016893.21,715424.76,1455992.07,364076.97,1017658.84,0.0,0.0,0.0,0.0,0.0,0.0,268384.68,355363.56,930471.25,2311061.88,996728.75,1713294.31,0.0,0.0
The Call,92155881.98,23006161.8,69712138.43,0.0,0.0,881885.99,2480524.25,879882.21,1790686.6,447768.75,1251592.01,0.0,0.0,0.0,0.0,0.0,0.0,330079.3,437052.36,1144362.27,2842314.6,1225850.64,2107135.9,0.0,0.0
The Campaign,145216855.31,36804646.9,120300645.64,0.0,0.0,1728142.62,5270679.48,594157.47,594157.47,52365.57,209855.39,869842.87,2030552.04,52999.55,86273.76,0.0,0.0,0.0,0.0,2985453.32,7980296.52,538768.74,937119.41,0.0,158932.2
The Cat in the Hat,241947638.1,69226726.49,182686860.02,0.0,0.0,5756177.65,24975798.37,0.0,914546.1,0.0,2924509.49,0.0,0.0,0.0,1201295.15,0.0,0.0,0.0,0.0,0.0,190806.62,221562.89,899694.44,0.0,0.0
The Change-Up,107574281.97,19292134.52,52869316.68,0.0,0.0,1638397.44,4456546.43,875364.43,911031.27,1961024.32,6889473.36,347921.3,545329.3,634460.74,2561356.62,0.0,0.0,0.0,0.0,1670171.95,4776197.74,2449012.37,8575968.84,0.0,0.0
The Chronicles of Narnia: Prince Caspian,653825280.81,85742432.97,220641666.91,0.0,19509756.03,12617026.19,33622541.56,10667698.92,39659433.16,6162234.75,20423239.07,4388847.18,16827408.2,6605465.58,23372659.9,8232393.31,43162103.8,5331487.58,13933600.58,6480320.29,20536456.56,10485396.47,23012457.83,0.0,8597633.84
The Chronicles of Narnia: The Voyage of the Dawn Treader,610449223.88,35252253.12,153295755.32,0.0,27269405.18,5710800.13,34131974.83,9236914.05,42230988.19,3501148.85,22808368.36,2590516.97,20905088.46,4220770.02,22017304.5,8241694.63,44684987.33,5732860.44,14700803.73,3839825.03,18763988.33,11524368.25,28117822.63,0.0,0.0
The Chronicles of Riddick,203232287.92,42591197.85,101284284.17,0.0,0.0,3276827.61,9859836.53,0.0,9251198.09,0.0,8742623.47,1557827.05,5557928.57,0.0,8982527.64,3058957.99,20686167.02,0.0,2454908.47,0.0,4697644.47,2117940.72,5804105.04,0.0,96907.51
The Circle,48545866.59,10787245.17,24475497.7,0.0,0.0,0.0,0.0,1121483.77,3236075.16,1272766.61,4331238.43,1041934.81,2780528.69,429671.36,2165026.97,0.0,0.0,350328.97,578318.93,5459.21,9345.85,612573.9,1260641.01,0.0,0.0
The Cloverfield Paradox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Commuter,139046099.66,28016189.31,42132492.34,26351278.14,8303962.5,0.0,6461397.22,0.0,29435783.01,0.0,7814168.05,0.0,4702406.32,0.0,1650689.2,0.0,3273532.63,0.0,20419982.17,0.0,8771774.8,0.0,10665482.62,0.0,582360.17
The Conjuring,430599196.67,156726670.74,184716425.24,0.0,0.0,0.0,21782992.27,0.0,28107220.85,0.0,6209186.65,0.0,6335452.97,0.0,10706625.66,0.0,12086954.11,0.0,20149386.66,0.0,30026126.48,0.0,14009165.77,0.0,8506306.63
The Conjuring 2,397017477.73,13778608.98,126081921.37,0.0,0.0,0.0,19063044.91,0.0,3420300.13,0.0,8978079.22,0.0,3648613.91,0.0,8840504.3,0.0,0.0,0.0,165160.99,0.0,5373660.82,0.0,3020623.1,0.0,0.0
The Conjuring: The Devil Made Me Do It,219002700.94,25572285.82,69627980.94,0.0,0.0,4077480.03,13664532.04,4978471.64,18777930.0,1380817.58,6921416.63,792599.45,2631600.64,1970122.07,7594861.1,454058.83,1314842.33,2831976.01,7426153.6,2372370.79,8014486.3,1640001.81,3796108.14,0.0,0.0
The Constant Gardener,140396414.83,36052297.26,57167356.6,0.0,0.0,0.0,18303928.67,0.0,3219867.83,0.0,7047013.96,0.0,1795648.08,0.0,12628677.39,0.0,230075.32,0.0,949572.9,0.0,1476870.9,0.0,210287.94,0.0,0.0
The Core,132746667.06,21769295.31,56327003.24,0.0,2458189.63,1657060.1,4612203.05,0.0,1728778.97,0.0,5003184.59,0.0,4864874.4,0.0,3962801.3,2941929.44,22576390.43,0.0,2803966.02,0.0,1771753.58,0.0,1496242.15,0.0,174221.1
The Counselor,95430607.05,10540242.09,22811253.61,0.0,0.0,1765501.6,4068639.64,3552785.4,7234313.97,1238451.2,4381203.68,3101538.6,5582682.4,2029829.8,5423166.24,1420093.59,6104584.26,614723.48,1162626.09,1575539.02,3709069.44,3207806.1,7260156.13,0.0,0.0
The Count of Monte Cristo,140256998.53,21162990.09,100891331.14,0.0,0.0,127774.33,3333802.28,0.0,279942.71,0.0,1627919.6,0.0,1810730.74,0.0,1863659.84,0.0,0.0,562292.64,1114632.7,0.0,3651300.61,0.0,0.0,0.0,0.0
The Crazies,80485667.3,23595741.8,57454309.44,0.0,0.0,2672966.32,7179789.09,903888.37,1513680.85,390001.44,1514940.85,1033294.1,2201389.31,418044.56,1215562.63,0.0,0.0,759720.95,1439663.81,0.0,0.0,446748.52,858466.63,0.0,0.0
The Croods,789196056.09,75536.16,251538712.05,0.0,85083345.98,0.0,57985395.57,0.0,511358.84,0.0,30029990.24,0.0,20399149.48,0.0,24923492.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Curious Case of Benjamin Button,523169798.99,41837370.34,198655375.22,0.0,0.0,5097639.79,20785073.88,8484417.91,32456820.48,8327074.1,31732973.24,6031261.11,24539388.98,7817998.9,25254879.29,5489973.37,39572372.38,2916342.07,16411410.65,3544994.39,17839465.4,2528685.5,6785714.62,0.0,511496.28
The Curse of the Were-Rabbit,327958763.16,41930820.75,95525046.15,0.0,0.0,0.0,127982.11,0.0,8448375.14,0.0,16265770.7,0.0,6582093.11,0.0,7991574.9,0.0,43916725.94,0.0,8257942.68,0.0,9670179.0,0.0,3153825.34,0.0,0.0
The Da Vinci Code,1256175679.55,127390566.87,359554090.63,0.0,21827705.83,29161795.72,91786885.1,0.0,54836580.44,22337247.35,83190983.23,18369928.75,64787457.05,18211334.71,57094986.82,18680452.54,131142949.16,10208224.99,36294896.03,10793164.46,34117611.42,4539286.52,21955877.55,0.0,5188468.88
The Danish Girl,78947476.52,230377.51,13668840.28,0.0,0.0,2494791.76,13322608.65,827614.1,1480476.65,792594.67,3818577.56,1283342.63,5128034.1,1352900.61,6728911.72,0.0,1386114.58,301631.48,1128915.98,622632.25,2116295.61,120191.88,282622.55,73985.52,73985.52
The Darjeeling Limited,56294687.33,1258322.53,19100363.4,0.0,0.0,0.0,5088448.7,0.0,4318265.03,0.0,4778223.64,0.0,1986244.65,0.0,2785725.45,0.0,2281448.05,0.0,2696502.16,0.0,15719123.37,0.0,1698546.46,0.0,0.0
The Dark Knight,1603563120.04,22643034.16,833492432.71,0.0,0.0,0.0,98368630.91,0.0,1141435.48,0.0,46224862.09,0.0,21611190.78,0.0,25423236.36,0.0,0.0,0.0,0.0,0.0,3174645.28,0.0,2514219.77,0.0,0.0
The Dark Knight Rises,1501987375.16,19499771.75,620343833.32,0.0,73067247.2,0.0,99356301.27,0.0,3046708.44,0.0,49089142.51,0.0,26026016.41,0.0,21309798.73,0.0,0.0,0.0,0.0,0.0,5521987.14,0.0,4316167.17,0.0,0.0
The Dark Tower,135203828.72,22870517.08,60540033.55,0.0,0.0,1399381.53,4255209.54,1449326.35,3605587.78,1710082.3,4440451.23,998872.51,3278792.38,966124.43,3474043.81,430951.38,1610202.21,459289.83,799215.02,1268390.41,3001560.9,5226651.09,10571379.62,76933.98,106958.43
The Day After Tomorrow,969056832.92,120542290.65,327451121.4,0.0,17254194.45,23539654.43,81221113.31,0.0,31319036.69,0.0,55007977.62,6444608.19,23680836.22,0.0,30466264.62,17539211.08,82949809.0,0.0,28230383.08,0.0,24925999.12,4976674.63,17271324.45,0.0,3913401.16
The Day the Earth Stood Still,363152637.33,47487085.23,123651165.68,0.0,0.0,6382074.86,16983229.87,5301460.87,15224884.48,4018953.0,12660713.15,3593710.47,9406683.2,4450209.29,13697448.55,5891876.0,39099495.0,3270536.61,11634807.19,3377209.08,8777699.04,9173625.3,15895386.92,0.0,1605248.61
The Dead Don't Die,17248949.25,2859062.5,7387395.25,0.0,0.0,263867.66,845913.29,1431186.87,2758924.86,0.0,1290182.0,290571.48,743017.02,119717.0,355469.45,193101.3,921365.15,32183.92,81716.44,29859.75,263360.06,376692.04,840632.4,0.0,0.0
The Death of Stalin,29428678.57,220666.83,9609560.94,0.0,0.0,1567698.72,8190348.59,0.0,1732301.22,0.0,778440.9,144609.29,621215.26,137169.15,505832.79,76430.09,336586.63,14426.54,19096.48,403755.65,1859190.77,0.0,0.0,0.0,0.0
The Departed,481772774.94,16933738.03,218836024.89,0.0,0.0,0.0,41135728.08,0.0,6446105.77,0.0,20094705.0,0.0,20226299.77,0.0,22983578.54,0.0,21652303.98,0.0,2196801.44,0.0,2348433.68,0.0,0.0,0.0,0.0
The Descendants,252706400.63,1696792.33,117745265.2,0.0,0.0,4033088.32,18433671.06,2809915.22,8194647.67,1892594.92,8624637.19,2147237.24,5780107.35,3891598.66,16151213.23,995042.8,4448855.87,0.0,0.0,3375977.94,22737304.63,446153.37,877192.26,0.0,0.0
The Descent,94427229.86,46445018.47,43014460.48,0.0,0.0,0.0,7997228.89,0.0,13552203.51,0.0,1043302.22,0.0,692650.59,0.0,2362023.4,0.0,9908652.97,0.0,3604987.96,0.0,7939835.41,0.0,3216973.71,0.0,0.0
The Devil All the Time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Devil Wears Prada,539995428.63,35578470.88,206176973.96,0.0,3969726.8,0.0,43828259.85,0.0,899960.66,0.0,38540324.25,0.0,31907773.97,0.0,13432018.35,0.0,0.0,0.0,0.0,0.0,12851473.8,0.0,3178287.16,0.0,332903.35
The Devil's Rejects,35584015.8,12031664.76,29017939.18,0.0,0.0,963035.74,2568910.2,0.0,350580.34,0.0,272375.67,932310.23,1875264.07,267571.4,420112.81,0.0,0.0,0.0,0.0,158396.07,355289.27,119211.17,297263.54,0.0,0.0
The Dictator,248303225.29,24134244.89,82569857.69,0.0,0.0,10874390.41,24757453.27,2996822.03,9351695.77,5677797.89,16329849.88,1151742.1,4620484.07,2581261.18,9287360.74,0.0,0.0,0.0,0.0,7287487.47,18932763.25,3484818.46,8222717.4,0.0,0.0
The Dig,735.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Disaster Artist,35607375.02,1446409.28,25219120.04,0.0,0.0,209583.64,2388104.59,288594.08,714043.27,0.0,240004.51,110122.67,199406.73,177627.22,882404.65,0.0,0.0,0.0,0.0,610315.95,2149294.13,0.0,0.0,0.0,0.0
The Divergent Series: Insurgent,376233915.3,66206066.17,164906953.63,0.0,22852375.19,5571142.08,15035660.19,8072971.18,21348996.52,2170604.2,7369474.22,1863940.7,4172817.92,1100837.14,6194395.49,0.0,0.0,1335335.28,2426932.59,4067702.61,12055104.74,4938833.79,12032535.96,194651.89,202630.01
The Dreamers,42350949.99,250106.08,4440277.13,0.0,0.0,365686.67,2098974.8,0.0,1176798.95,0.0,1553182.01,0.0,10047786.08,0.0,1925298.79,0.0,0.0,159085.08,177959.82,0.0,295421.93,181270.44,923880.26,0.0,15848491.06
The Drop,24344955.18,5355509.38,13992895.18,0.0,0.0,1304086.87,3101252.75,462856.54,462856.54,78740.45,156434.48,158475.14,158475.14,393994.53,1164757.97,0.0,0.0,0.0,0.0,212012.59,530646.03,0.0,0.0,0.0,0.0
The Duchess,67527580.0,296677.5,21576256.48,0.0,0.0,4021690.35,18491982.66,990131.92,2744482.68,427177.53,1055561.87,1282634.07,4520350.54,609322.61,2317105.74,0.0,0.0,729597.7,1866141.16,1367527.71,5657902.01,213927.62,530836.89,0.0,0.0
The Duff,55370195.96,13692706.56,43108620.37,0.0,0.0,1653155.22,3867612.47,0.0,0.0,427062.4,1535737.04,376171.18,1032695.04,0.0,0.0,0.0,0.0,2213.05,7813.44,804243.19,3478236.48,191667.38,293975.53,0.0,0.0
The Dukes of Hazzard,189088414.43,52222668.72,136654688.28,0.0,0.0,5280414.49,13972254.59,0.0,1955111.58,1276426.43,2998268.93,474660.47,1616628.73,520855.99,1287282.84,0.0,0.0,0.0,0.0,4655536.44,13449898.75,563088.25,1493011.66,0.0,0.0
The Edge of Seventeen,23822681.37,5847084.78,17749088.26,0.0,0.0,427605.01,830570.72,0.0,0.0,0.0,0.0,59126.19,73289.41,0.0,0.0,0.0,0.0,238590.61,687137.91,0.0,3841664.75,0.0,0.0,0.0,0.0
The Equalizer,250947989.37,44542122.53,132474584.28,0.0,0.0,4009250.93,14421107.39,2652460.36,8209182.73,3018027.79,12094953.84,1640349.1,4440285.36,1550127.95,5328890.7,940434.84,4365821.96,365677.04,586564.7,2609667.71,7472014.58,3797646.73,7436545.63,212725.0,296565.81
The Equalizer 2,220725965.75,41747360.63,118343754.26,0.0,0.0,2851160.39,11115203.29,2545673.13,7985028.82,2096779.02,9617420.03,800577.29,1991679.23,1112768.64,4836905.3,890717.8,3829996.93,0.0,0.0,2577657.5,7341814.87,1902652.78,3933030.9,243300.33,353953.04
The Exorcism of Emily Rose,247136766.52,51165433.95,127805827.68,0.0,0.0,4343919.69,11127819.21,0.0,4699026.79,2678693.3,9549364.14,3373910.78,9791676.54,3982515.28,12011816.09,1937608.87,9499363.68,763994.08,1857017.39,1200940.54,3455864.21,492352.15,1712327.6,0.0,306077.04
The Expendables,403069026.93,51141884.82,151359602.29,0.0,46668027.7,8980419.95,23452035.5,7710819.69,19894885.59,4214199.8,12058801.44,1720857.18,6027442.43,2735790.2,8907062.29,3115011.13,15908644.81,1879617.42,3736449.07,4121387.0,12271803.44,6969.66,10057.99,0.0,0.0
The Expendables 2: Back for War,436000385.37,39577142.76,117698903.33,0.0,73488976.2,4313888.73,13408087.93,8413756.9,21905892.74,5156027.54,16795388.5,2671345.74,9720202.36,3297776.63,9923064.61,2924764.36,12624056.48,2179108.02,3684472.05,4234174.85,11752771.24,11234706.48,24829596.78,2495293.34,2495293.34
The Expendables 3,280079450.18,20719334.96,51307000.93,0.0,95078821.91,3680758.63,8445872.5,5041527.46,11312713.61,3807722.19,9355804.35,2586455.8,5136687.18,1675962.89,5409480.02,2098331.02,6377355.55,785498.25,1156815.82,2177906.52,5155954.76,0.0,8449.71,2003514.45,3104172.83
The Experiment,20240647.44,29530493.32,212399.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9385921.76,0.0,2634122.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5276071.56,0.0,0.0,0.0,0.0
The F Word,11124871.94,174706.52,4557572.73,0.0,0.0,1144924.12,2570715.01,150641.28,150641.28,0.0,0.0,0.0,0.0,202185.04,646941.77,0.0,0.0,102223.76,181467.85,0.0,0.0,0.0,0.0,0.0,0.0
The Fabelmans,47000401.74,166426.37,17869413.35,191947.71,325565.49,1361324.22,4405373.86,2082787.72,7041708.3,548651.13,1759380.08,338032.61,3543324.63,479984.12,1980462.37,450317.03,1562464.68,217575.14,647149.0,297313.62,1120902.65,5928.68,14986.5,29412.68,65443.11
The Fall,5716906.91,124031.34,3531764.13,0.0,0.0,63049.38,190819.85,0.0,0.0,159746.19,263671.96,0.0,0.0,44889.72,113164.52,0.0,776586.0,29526.6,211360.09,0.0,0.0,142504.16,408767.03,0.0,0.0
The Family,105388324.55,18861549.22,49615794.81,0.0,11450167.55,969641.04,2410701.07,4459808.01,11071497.61,627630.45,1466824.25,1254132.01,2835529.17,626494.84,1473615.06,433220.85,1336229.18,0.0,0.0,658740.77,1662567.02,3823028.17,8455756.56,0.0,0.0
The Family,105388324.55,18861549.22,49615794.81,0.0,11450167.55,969641.04,2410701.07,4459808.01,11071497.61,627630.45,1466824.25,1254132.01,2835529.17,626494.84,1473615.06,433220.85,1336229.18,0.0,0.0,658740.77,1662567.02,3823028.17,8455756.56,0.0,0.0
The Fast and the Furious: Tokyo Drift,262744279.25,66132689.9,103326802.82,0.0,0.0,0.0,17366731.22,0.0,2732805.05,0.0,16088020.53,0.0,7254470.57,0.0,7832104.45,0.0,1384440.05,0.0,3780998.05,0.0,17628410.06,0.0,5196114.95,0.0,591511.19
The Fate of the Furious,1475854749.67,188126.52,269865831.14,0.0,469032120.74,0.0,44824089.17,0.0,1522231.6,0.0,38747146.28,0.0,19602694.46,0.0,18504873.23,0.0,0.0,0.0,844327.51,0.0,382636.45,0.0,95176.71,0.0,0.0
The Father,25507556.07,0.0,2252047.75,1283689.0,4392126.0,594837.08,3043069.65,1079103.98,5108668.47,0.0,0.0,292543.18,1535993.3,0.0,0.0,0.0,0.0,74519.74,343362.41,106384.93,2363602.45,0.0,1164213.62,0.0,0.0
The Fault in Our Stars,400783047.96,118504276.03,162930093.68,0.0,0.0,0.0,25350307.71,0.0,38686674.95,0.0,15012411.02,0.0,8776101.46,0.0,5949491.72,0.0,13025810.34,0.0,43992908.27,0.0,27558552.82,0.0,29428361.94,0.0,12111769.76
The Favourite,111196069.11,213349.32,39840520.55,0.0,0.0,0.0,25286830.36,0.0,288529.41,0.0,1505464.61,0.0,3869967.55,0.0,4595165.35,0.0,809503.7,0.0,290093.27,0.0,192325.89,0.0,362047.09,0.0,0.0
The Fighter,189721146.6,440574.8,137479733.87,0.0,0.0,5012747.31,14895684.03,1493497.32,3364209.55,598011.89,1712910.94,1609821.34,4699601.59,1014966.8,2928649.79,332230.79,332230.79,733808.67,1400744.73,2168122.62,8988654.02,718350.89,1337749.04,0.0,0.0
The Final Destination,281594501.56,41457526.57,100553485.95,0.0,0.0,8938644.44,30515697.54,5418376.22,13266552.38,6026417.63,19118577.49,1827718.13,6943143.81,2849876.35,6233309.65,893851.28,2891274.42,1199656.09,2959723.64,2895251.02,8120216.93,8319388.7,21242968.92,0.0,0.0
The Firm,408774903.08,38419779.01,239516112.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Five-Year Engagement,74983067.02,14686804.42,39915114.54,0.0,0.0,2285431.03,10718295.89,152047.02,152047.02,1863697.88,6613319.89,210122.55,386019.92,248989.07,587776.15,0.0,0.0,0.0,0.0,2741623.29,8795177.01,569807.41,1069140.71,0.0,0.0
